"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"Atg16l1",0.00224770794933126,0.27471001904515,0.539,0.433,1,"Atg16l1"
"Max",0.00227805885528683,0.450470782730443,0.266,0.196,1,"Max"
"Cdip1",0.00227953752483612,-0.275385605532,0.727,0.754,1,"Cdip1"
"Pitpna",0.00234042624816539,-0.527180027850536,0.294,0.357,1,"Pitpna"
"Nfix",0.00237260510012818,0.31905533654991,0.539,0.447,1,"Nfix"
"Rcor1",0.00237531112727785,-0.422153003825646,0.495,0.537,1,"Rcor1"
"Ifngr1",0.00244125420100395,0.391190282770815,0.294,0.218,1,"Ifngr1"
"Ivd",0.00244981491272625,0.420214659144593,0.352,0.27,1,"Ivd"
"Rpl36",0.00249755778615941,0.498949530174415,0.31,0.236,1,"Rpl36"
"Sprtn",0.00255469666074422,-0.695322245313975,0.208,0.268,1,"Sprtn"
"Amn1",0.00259676553617664,0.258024169783901,0.492,0.402,1,"Amn1"
"Acad11",0.00259732054190552,-0.266654554327758,0.76,0.78,1,"Acad11"
"Glcci1",0.00265414314265943,0.268671140919928,0.484,0.388,1,"Glcci1"
"Tecpr1",0.00277025176833111,-0.306799850308156,0.529,0.568,1,"Tecpr1"
"Rab9",0.00280956048354361,-0.603466992856527,0.201,0.268,1,"Rab9"
"Agtpbp1",0.00283415146636644,0.381149719008143,0.362,0.28,1,"Agtpbp1"
"Ppp1r10",0.00283498877441741,-0.402290757580411,0.388,0.457,1,"Ppp1r10"
"Fbxo38",0.00283891567872532,0.299009064999175,0.328,0.247,1,"Fbxo38"
"Gnb1",0.00286975446435361,-0.369738538661251,0.513,0.555,1,"Gnb1"
"Setx",0.0028834051930399,0.348254643498267,0.417,0.342,1,"Setx"
"Ctsb",0.00289321039192621,0.326634694035139,0.529,0.428,1,"Ctsb"
"Adora1",0.00295566956795873,0.389605514953295,0.281,0.208,1,"Adora1"
"Nfatc3",0.00296029845272814,0.282589450044079,0.586,0.485,1,"Nfatc3"
"Zcchc2",0.00296124415971206,0.25937117136756,0.445,0.352,1,"Zcchc2"
"Chchd2",0.0029947835255767,-0.384975653920867,0.352,0.421,1,"Chchd2"
"Mef2d",0.0030257646875849,-0.274982578332487,0.693,0.703,1,"Mef2d"
"Pkd2l2",0.00303652886118433,0.286696646291015,0.362,0.28,1,"Pkd2l2"
"Lgals12",0.00304527797333529,0.419779959643314,0.336,0.254,1,"Lgals12"
"Sin3a",0.00305283492631326,0.356282746362164,0.328,0.246,1,"Sin3a"
"Dcun1d4",0.00305452879845053,0.260592378575483,0.286,0.205,1,"Dcun1d4"
"Apoe",0.00307221668692196,-0.53935111017987,0.271,0.328,1,"Apoe"
"1810034E14Rik",0.00310217625534812,0.440246546490618,0.26,0.191,1,"1810034E14Rik"
"Ddx3x",0.00328740727186375,-0.408573551128212,0.417,0.476,1,"Ddx3x"
"Rnf11",0.00334726318257325,-0.516989095236376,0.286,0.346,1,"Rnf11"
"Spred2",0.00336537490989203,0.251304679839815,0.44,0.344,1,"Spred2"
"Pan2",0.00354610474121304,0.265357045726107,0.292,0.212,1,"Pan2"
"Grina",0.00358297949088528,-0.278976555996116,0.628,0.667,1,"Grina"
"Tasor2",0.00364224018608908,0.340820499413263,0.393,0.307,1,"Tasor2"
"Prcc",0.0037045952739548,0.406070548298246,0.289,0.216,1,"Prcc"
"Atf7",0.00374892067467738,0.250710268383352,0.753,0.666,1,"Atf7"
"Senp1",0.00376200719873759,0.414700742087845,0.284,0.211,1,"Senp1"
"Slc22a15",0.00376349160616124,-0.509457762157003,0.307,0.369,1,"Slc22a15"
"Ldlrad3",0.00380732691855498,0.280325327620544,0.32,0.24,1,"Ldlrad3"
"Kdm3b",0.00382849929790994,0.28813116980942,0.474,0.377,1,"Kdm3b"
"Mat2a",0.00383884215388156,0.259440913237224,0.633,0.542,1,"Mat2a"
"Spast",0.00391671351178566,0.302857614537796,0.393,0.311,1,"Spast"
"Bcl2l13",0.00400963399755663,-0.274208221811755,0.62,0.649,1,"Bcl2l13"
"Gm16168",0.00403483415448714,-0.312670249091583,0.547,0.595,1,"Gm16168"
"Sec31a",0.00408170574048794,0.257045687921432,0.49,0.4,1,"Sec31a"
"Fnta",0.00412037004218202,0.376106475151674,0.276,0.205,1,"Fnta"
"Bcl2l1",0.0041241968095987,0.250711795447669,0.365,0.28,1,"Bcl2l1"
"Glud1",0.00413584358877277,0.333067219760114,0.289,0.214,1,"Glud1"
"2700097O09Rik",0.00414020352016558,-0.437537431643131,0.484,0.515,1,"2700097O09Rik"
"Kiz",0.00414384319066674,0.374681584624104,0.419,0.339,1,"Kiz"
"5330438D12Rik",0.00426048893975783,0.38069084532304,0.424,0.351,1,"5330438D12Rik"
"Maco1",0.00432309919894107,0.288972349610358,0.549,0.46,1,"Maco1"
"Hnrnpc",0.00433111844982888,-0.27508995862792,0.708,0.705,1,"Hnrnpc"
"Ppm1l",0.00435390732270171,0.349146924570186,0.466,0.382,1,"Ppm1l"
"Cept1",0.00436156535033461,0.294749527919276,0.469,0.383,1,"Cept1"
"Kdm6b",0.00461538175618811,-0.526729280404078,0.339,0.394,1,"Kdm6b"
"Ipo9",0.00467295851932329,0.34920655626398,0.253,0.184,1,"Ipo9"
"Foxo1",0.00469354017396259,-0.293363295041555,0.818,0.825,1,"Foxo1"
"Tsc1",0.00474253177232062,0.269249671544077,0.333,0.255,1,"Tsc1"
"Ahnak",0.00477148615869416,0.281884273718991,0.273,0.201,1,"Ahnak"
"Bfar",0.00477374659928804,-0.303816166470073,0.591,0.62,1,"Bfar"
"Swt1",0.00489409615062185,0.28808319331826,0.445,0.357,1,"Swt1"
"Usp6nl",0.00491589165471299,0.344538532840478,0.341,0.265,1,"Usp6nl"
"Uba5",0.00491969691863181,-0.452539760659229,0.268,0.334,1,"Uba5"
"Plce1",0.00496405419965116,-0.391962026545057,0.328,0.396,1,"Plce1"
"Ppp4r1",0.00497025784960424,0.318651952993989,0.349,0.273,1,"Ppp4r1"
"Serinc1",0.00500833738548922,-0.65510298580715,0.253,0.308,1,"Serinc1"
"Pdhx",0.00521778777583984,0.261206677564545,0.471,0.381,1,"Pdhx"
"Lman1",0.00522204113258469,0.263049475804496,0.289,0.21,1,"Lman1"
"Zfp318",0.0053289832518219,0.389429993476072,0.271,0.204,1,"Zfp318"
"Zfyve26",0.00538144985475612,0.276198685287912,0.339,0.259,1,"Zfyve26"
"Flywch1",0.00551144855033847,0.26899181581729,0.263,0.194,1,"Flywch1"
"Gopc",0.00562556736220367,0.400855653421779,0.276,0.21,1,"Gopc"
"Sesn1",0.00570212796288333,0.28317754965113,0.352,0.27,1,"Sesn1"
"Ust",0.00575190558907011,0.265567110056496,0.445,0.352,1,"Ust"
"Atg3",0.00579087889123523,0.256421051514643,0.44,0.349,1,"Atg3"
"H6pd",0.00587035483726875,0.54032849803416,0.305,0.24,1,"H6pd"
"Psmd1",0.00587379985642289,0.287342546160559,0.536,0.461,1,"Psmd1"
"Acvr1",0.00589258707320029,0.304894723601149,0.344,0.269,1,"Acvr1"
"2610020C07Rik",0.00594750585963183,0.261385662032315,0.315,0.238,1,"2610020C07Rik"
"Dennd1b",0.00594785961857147,0.281340322687518,0.479,0.388,1,"Dennd1b"
"Slc30a5",0.0060762278188372,0.271207542245446,0.315,0.238,1,"Slc30a5"
"Nmt1",0.0061525120502077,0.295715231284805,0.38,0.301,1,"Nmt1"
"Pla2g7",0.00634146368870964,-0.694834088078983,0.219,0.272,1,"Pla2g7"
"Hp1bp3",0.0063607093675076,0.256246952267141,0.44,0.351,1,"Hp1bp3"
"Xdh",0.00642519832171581,0.329909614544719,0.417,0.333,1,"Xdh"
"Cd274",0.00645522295947208,0.264141788815182,0.477,0.39,1,"Cd274"
"Chkb",0.0066056738095686,-0.297396586038665,0.591,0.62,1,"Chkb"
"Nfe2l1",0.00669957605618214,-0.429988496924512,0.318,0.367,1,"Nfe2l1"
"Atp9a",0.0067595394259868,-0.448591966743163,0.401,0.445,1,"Atp9a"
"Nudcd3",0.00679695018077112,0.330768189883159,0.464,0.391,1,"Nudcd3"
"Nucks1",0.00681155886426168,0.348390976528758,0.284,0.218,1,"Nucks1"
"Smyd3",0.00718609267448827,-0.395120872262301,0.516,0.549,1,"Smyd3"
"Trim67",0.00727150504459332,0.269274648341438,0.289,0.215,1,"Trim67"
"Kyat3",0.00740946104855248,-0.537514533527791,0.284,0.338,1,"Kyat3"
"Arglu1",0.00746089010832249,0.263269839113026,0.411,0.33,1,"Arglu1"
"Dpy19l4",0.00759644697245118,0.310629196759397,0.268,0.201,1,"Dpy19l4"
"Dnm2",0.0077609977008832,0.287389938688568,0.391,0.317,1,"Dnm2"
"Angel2",0.00794255200375081,0.287418896880959,0.268,0.2,1,"Angel2"
"Ttc23",0.00798715947675001,0.337857296379089,0.393,0.319,1,"Ttc23"
"Smchd1",0.00803178690064325,0.26026266223153,0.443,0.358,1,"Smchd1"
"Fnip2",0.00811063196252622,0.306311304453969,0.31,0.235,1,"Fnip2"
"Phka2",0.00818571006027836,0.272752006324817,0.62,0.546,1,"Phka2"
"Yap1",0.00831363107546904,0.307333347200891,0.333,0.26,1,"Yap1"
"Rab7",0.00835367120772534,-0.395068606079157,0.362,0.411,1,"Rab7"
"Rbm27",0.00837732833901235,0.281478265386742,0.44,0.363,1,"Rbm27"
"Dnajc15",0.00842393574018353,-0.264420973094028,0.628,0.646,1,"Dnajc15"
"Klc1",0.008497826921556,0.337773092870332,0.302,0.228,1,"Klc1"
"Mrpl3",0.0085953327500605,0.328478039181375,0.268,0.201,1,"Mrpl3"
"Map3k20",0.00864629715448194,0.328628203593176,0.294,0.227,1,"Map3k20"
"Ybx1",0.00879465673099648,0.323897389329902,0.258,0.193,1,"Ybx1"
"Npc2",0.00923900629192227,0.328619216511213,0.255,0.19,1,"Npc2"
"Ing4",0.00935297120791329,0.25752411964236,0.352,0.269,1,"Ing4"
"Ireb2",0.00939583026588766,0.285780250910997,0.406,0.332,1,"Ireb2"
"Ago2",0.00943452873256846,0.257327427523293,0.424,0.34,1,"Ago2"
"Ptpn14",0.00945022759992501,0.291818854927639,0.414,0.336,1,"Ptpn14"
"March8",0.00971536113725439,0.452511055263433,0.286,0.226,1,"March8"
"Mfsd11",0.00985066050481497,0.409969074685694,0.26,0.2,1,"Mfsd11"
"Rab24",0.0102863943431513,0.279091640197229,0.25,0.188,1,"Rab24"
"Adamts12",0.0105236138417209,0.424096455364612,0.258,0.198,1,"Adamts12"
"Hdhd2",0.0112464710483691,0.347353706171138,0.284,0.219,1,"Hdhd2"
"Ell",0.0113835799361669,0.264804981889116,0.419,0.35,1,"Ell"
"5031439G07Rik",0.0115901272662987,-0.471675620033045,0.286,0.34,1,"5031439G07Rik"
"Hspa9",0.0120003847324202,-0.299300274384492,0.568,0.592,1,"Hspa9"
"Pnn",0.0120875308807391,0.277412360190255,0.378,0.304,1,"Pnn"
"Pdlim5",0.0122802847978185,-0.264548925426034,0.547,0.588,1,"Pdlim5"
"Rhoa",0.0125019221208544,-0.392157713892673,0.331,0.379,1,"Rhoa"
"Lclat1",0.0126827981061343,-0.460809423075728,0.391,0.442,1,"Lclat1"
"Map3k1",0.0127870486156776,0.276776090950116,0.359,0.287,1,"Map3k1"
"Etnk1",0.0128495939986909,-0.393045246852927,0.404,0.436,1,"Etnk1"
"C2cd3",0.0129234168495589,-0.521871589693083,0.221,0.273,1,"C2cd3"
"Ergic2",0.0133095266927974,0.284521336626484,0.375,0.307,1,"Ergic2"
"Ube2r2",0.0134422732819088,0.266544807215877,0.51,0.451,1,"Ube2r2"
"Acp5",0.0134685259278436,0.323132331532785,0.286,0.221,1,"Acp5"
"Mob3b",0.0135207571204283,-0.598838741290832,0.25,0.3,1,"Mob3b"
"1700109K24Rik",0.0135454407995109,0.252111160413824,0.276,0.21,1,"1700109K24Rik"
"Srsf3",0.0136225512675175,-0.336006287046364,0.44,0.487,1,"Srsf3"
"Ccdc69",0.0136989366031466,0.286292797462862,0.461,0.386,1,"Ccdc69"
"Bsg",0.0137387134512136,-0.527658106311597,0.232,0.28,1,"Bsg"
"Nrf1",0.0138580681624302,-0.38149119230057,0.438,0.477,1,"Nrf1"
"Magi1",0.0139098099913556,0.276997532310826,0.299,0.234,1,"Magi1"
"Ccnt1",0.0140015847069489,-0.377641956943745,0.492,0.519,1,"Ccnt1"
"Sirt3",0.0144340187036741,0.264932432633526,0.513,0.432,1,"Sirt3"
"Commd1",0.0145744215350587,0.279448458297307,0.328,0.261,1,"Commd1"
"Arid4a",0.014759982771474,0.334025690586883,0.346,0.278,1,"Arid4a"
"Rab11fip2",0.014768455221644,0.291934749757345,0.422,0.349,1,"Rab11fip2"
"Rab1a",0.014967939728528,-0.347467553727128,0.432,0.46,1,"Rab1a"
"Fastk",0.0151187124370772,0.261559428063016,0.396,0.327,1,"Fastk"
"Fer",0.0152144320900223,0.252480920881627,0.505,0.423,1,"Fer"
"Cbx4",0.015470057643761,-0.650726564493535,0.318,0.347,1,"Cbx4"
"Mtmr2",0.0156753136630698,0.293652289592142,0.255,0.192,1,"Mtmr2"
"Cpeb4",0.0158811343176805,-0.255724127009042,0.633,0.623,1,"Cpeb4"
"Ltn1",0.0161325924449734,0.328033763767711,0.299,0.235,1,"Ltn1"
"Cmtm4",0.0161948077039575,-0.421020420468776,0.344,0.39,1,"Cmtm4"
"Plscr4",0.0164929980742849,0.332056110254658,0.299,0.24,1,"Plscr4"
"Polb",0.016538334011845,-0.373224966861003,0.255,0.308,1,"Polb"
"Trmt61b",0.016811310341129,-0.593584797405411,0.216,0.266,1,"Trmt61b"
"Galnt7",0.0168427000164405,0.270395059533569,0.328,0.264,1,"Galnt7"
"Ppm1b",0.0168594492342149,-0.250848257009537,0.669,0.701,1,"Ppm1b"
"Hnrnpul1",0.0170866818911803,0.284104102620289,0.336,0.273,1,"Hnrnpul1"
"Cxadr",0.017502110641422,0.318191761993242,0.396,0.336,1,"Cxadr"
"Tnfaip8",0.0175608254917652,0.257138154195088,0.5,0.429,1,"Tnfaip8"
"Lrrc39",0.0176573352728861,0.339879809977227,0.268,0.208,1,"Lrrc39"
"Kdm5b",0.0178518110977571,0.32477443326406,0.398,0.339,1,"Kdm5b"
"Ube3b",0.0179025747293948,0.253610864715267,0.292,0.229,1,"Ube3b"
"Eprs",0.0179891192364033,-0.420228387666735,0.417,0.445,1,"Eprs"
"Brd3",0.0180191579881558,0.290344521733766,0.448,0.381,1,"Brd3"
"Pdcd4",0.0181980973139505,0.274684874161892,0.398,0.334,1,"Pdcd4"
"Map4k4",0.018474360291713,-0.322587302337552,0.521,0.542,1,"Map4k4"
"Lmf1",0.0185954130134615,0.305304192708087,0.286,0.225,1,"Lmf1"
"Tpk1",0.0187540079646772,-0.441990518061987,0.315,0.356,1,"Tpk1"
"Me3",0.0188184952193033,0.263306535588031,0.484,0.408,1,"Me3"
"Ddx3y",0.0195478966461568,-0.304060656477322,0.56,0.583,1,"Ddx3y"
"Atraid",0.0196834775919423,0.370134044866679,0.263,0.202,1,"Atraid"
"Camta1",0.0207751240782804,-0.379271293747722,0.393,0.428,1,"Camta1"
"Pdgfd",0.0208467817549167,-0.313141927098464,0.406,0.455,1,"Pdgfd"
"Ppp2ca",0.0208577496290661,-0.328932086234021,0.49,0.513,1,"Ppp2ca"
"Cat",0.0209683807443223,-0.31823722251238,0.523,0.552,1,"Cat"
"Fam57b",0.0217442783853682,0.427296203909044,0.279,0.223,1,"Fam57b"
"Acad10",0.0218547558373478,0.253469814550892,0.411,0.343,1,"Acad10"
"Acer2",0.0224755568219537,-0.481336235406179,0.219,0.268,1,"Acer2"
"Blcap",0.0226179758702707,-0.403804600934106,0.221,0.274,1,"Blcap"
"Gm47283",0.0227923728182621,-0.332464126396863,0.518,0.531,1,"Gm47283"
"Adrb1",0.0228287693742104,-0.484003085221847,0.289,0.329,1,"Adrb1"
"Afap1",0.0228959388036723,-0.391106854347754,0.419,0.443,1,"Afap1"
"Slc39a14",0.0229597319713568,-0.390170738204144,0.219,0.272,1,"Slc39a14"
"Fth1",0.0231467511088529,-0.312347096230888,0.216,0.272,1,"Fth1"
"Tanc1",0.0231587444299799,0.30968203850019,0.25,0.196,1,"Tanc1"
"4931406P16Rik",0.0233336508059862,-0.318632467135948,0.539,0.556,1,"4931406P16Rik"
"Cdc42",0.0233899436136757,-0.261355609673144,0.526,0.545,1,"Cdc42"
"Mgat5",0.0236145708655834,-0.331970303372628,0.318,0.37,1,"Mgat5"
"Eif4g2",0.0246201977689099,-0.251282152339023,0.56,0.579,1,"Eif4g2"
"AC149090.1",0.0252511319840891,-0.352160984458472,0.273,0.322,1,"AC149090.1"
"F11r",0.0253368402516286,-0.434361103250956,0.279,0.322,1,"F11r"
"Tmcc3",0.0257961365003174,-0.328733044218764,0.383,0.424,1,"Tmcc3"
"Ndufb9",0.0262562442728567,-0.479967573061256,0.289,0.33,1,"Ndufb9"
"Zfp397",0.0270521937844387,0.32978905928872,0.276,0.222,1,"Zfp397"
"Lekr1",0.0273419394336087,-0.514106375697431,0.294,0.337,1,"Lekr1"
"Pspc1",0.0273847938457672,-0.29579154551485,0.383,0.42,1,"Pspc1"
"Gatad2a",0.0276500736102506,0.264197167077606,0.315,0.255,1,"Gatad2a"
"Mbtps1",0.0277413379706314,0.293444669798565,0.315,0.256,1,"Mbtps1"
"Caap1",0.0279498485857371,0.293848666364871,0.346,0.287,1,"Caap1"
"Tra2b",0.0281361059108577,-0.262788021323442,0.529,0.56,1,"Tra2b"
"2210408I21Rik",0.0282145423027878,-0.335712976961311,0.326,0.377,1,"2210408I21Rik"
"Dnajc19",0.0285300801969425,0.326891345851168,0.266,0.209,1,"Dnajc19"
"Snta1",0.0286808209951157,0.274245356258864,0.271,0.214,1,"Snta1"
"Arl4a",0.0287182111276394,-0.381410505673978,0.401,0.435,1,"Arl4a"
"Tmx4",0.0290483196677515,0.299415859928824,0.341,0.279,1,"Tmx4"
"Jmy",0.0293157672649989,-0.422956839734464,0.266,0.307,1,"Jmy"
"Mtrex",0.0298048263997474,0.267269496770147,0.266,0.213,1,"Mtrex"
"Csnk2a2",0.029875240476004,0.374390383007156,0.289,0.235,1,"Csnk2a2"
"Mapk1",0.0299914017528169,-0.298743856855799,0.456,0.481,1,"Mapk1"
"Srek1ip1",0.0300869822428384,0.33615346160909,0.263,0.214,1,"Srek1ip1"
"Ube2d2a",0.0302069235263008,-0.282424122362495,0.529,0.566,1,"Ube2d2a"
"Gm35188",0.0305769772144494,0.264266495100275,0.474,0.408,1,"Gm35188"
"Prpf6",0.0305806808323456,-0.342196985312962,0.438,0.461,1,"Prpf6"
"Slc25a4",0.0312819920096674,0.268557691493335,0.352,0.283,1,"Slc25a4"
"Pgd",0.0320081204230713,0.332929323925566,0.26,0.208,1,"Pgd"
"Shb",0.0320687777645678,-0.322971034055997,0.518,0.523,1,"Shb"
"Fbxw4",0.0322482100586072,0.25082687694329,0.495,0.433,1,"Fbxw4"
"Baz1a",0.0325305348179851,-0.294684749273031,0.5,0.515,1,"Baz1a"
"Shroom4",0.033076397068622,-0.38241622481348,0.328,0.368,1,"Shroom4"
"Rps6kc1",0.0330831467837942,0.274819124088424,0.284,0.231,1,"Rps6kc1"
"Eif3a",0.033204839245451,-0.291105896451366,0.508,0.522,1,"Eif3a"
"Ppp6c",0.0338915924598022,-0.344027073789673,0.453,0.471,1,"Ppp6c"
"Zmat1",0.0342837124796479,-0.419733033324366,0.26,0.302,1,"Zmat1"
"Slc16a7",0.0344261980574157,-0.2700383813387,0.234,0.287,1,"Slc16a7"
"Polr2a",0.0348644113644939,-0.514811714210972,0.328,0.357,1,"Polr2a"
"Prkca",0.0359317550297865,0.30862827587819,0.37,0.314,1,"Prkca"
"Igf1r",0.0363517113995099,0.25359304592983,0.31,0.255,1,"Igf1r"
"Aqr",0.036473042876016,0.309721870928036,0.258,0.207,1,"Aqr"
"Pde7a",0.0372341721764822,0.351119726818897,0.299,0.246,1,"Pde7a"
"Tfdp2",0.0373500918364723,0.289126348061192,0.286,0.235,1,"Tfdp2"
"4732440D04Rik",0.0379085099656639,0.397498817830392,0.302,0.249,1,"4732440D04Rik"
"Smad3",0.0383682746851983,-0.447537229262352,0.286,0.323,1,"Smad3"
"Angpt1",0.0388917982367933,-0.469244225060475,0.359,0.392,1,"Angpt1"
"Pcmtd2",0.0398843509486835,0.271301099850946,0.362,0.304,1,"Pcmtd2"
"Prdx6",0.0405733773463048,-0.423840021780227,0.271,0.314,1,"Prdx6"
"Qser1",0.04118294170262,0.250978408637965,0.289,0.233,1,"Qser1"
"Ints6",0.0412746232477841,0.266835279050021,0.547,0.513,1,"Ints6"
"Rnf146",0.0427668103265055,0.277349226269557,0.315,0.262,1,"Rnf146"
"Pds5b",0.0449224438083238,0.29331051498694,0.466,0.411,1,"Pds5b"
"Taf4b",0.0461149698955506,0.26602679527485,0.284,0.233,1,"Taf4b"
"Pex5",0.0466895237606628,-0.296233092129887,0.492,0.508,1,"Pex5"
"Atxn2l",0.0472387251450397,0.296487345387667,0.258,0.21,1,"Atxn2l"
"Slc16a2",0.0472696104721276,0.283841867866896,0.365,0.307,1,"Slc16a2"
"Smarca5",0.0476959162106797,-0.264565942842297,0.354,0.396,1,"Smarca5"
"Hacl1",0.0499623431752813,-0.560179169534396,0.318,0.346,1,"Hacl1"
"Copb1",0.0499985822658872,-0.370532672127352,0.393,0.413,1,"Copb1"
"Bnc2",0.0505080675106974,-0.3905540916157,0.292,0.331,1,"Bnc2"
"Fam222b",0.0505857270146463,-0.272616866829584,0.461,0.492,1,"Fam222b"
"Ddx50",0.0516513745439483,-0.260658734089689,0.464,0.485,1,"Ddx50"
"Cycs",0.0525000297079516,-0.425215523037194,0.297,0.323,1,"Cycs"
"Wdr45b",0.0539518075987143,-0.425737735680097,0.216,0.252,1,"Wdr45b"
"Lima1",0.054802853943846,0.372637722972029,0.289,0.243,1,"Lima1"
"Zcchc4",0.0548802327035036,0.286893971807265,0.294,0.248,1,"Zcchc4"
"Dram2",0.0549770196199022,-0.253770170294366,0.398,0.428,1,"Dram2"
"Crls1",0.0553685041379848,0.262151320778223,0.438,0.384,1,"Crls1"
"Rheb",0.0558620840379029,-0.381042145794534,0.367,0.39,1,"Rheb"
"Hnrnpl",0.0567280743829828,-0.252630144302939,0.466,0.487,1,"Hnrnpl"
"Irs1",0.0569495863042029,-0.322051661921844,0.669,0.656,1,"Irs1"
"Mat2b",0.057568220376186,0.336434929168313,0.281,0.237,1,"Mat2b"
"Rab2a",0.0606815875595316,-0.25527776454035,0.471,0.497,1,"Rab2a"
"Trappc6b",0.0625383497864822,-0.364000684015278,0.227,0.263,1,"Trappc6b"
"Focad",0.0645669018516666,-0.263141906523113,0.516,0.528,1,"Focad"
"Atp5md",0.0651781021952168,-0.393083725148974,0.247,0.28,1,"Atp5md"
"Lmo7",0.0659123033216437,-0.313001252295158,0.281,0.316,1,"Lmo7"
